"cID","bitterResource","description","molIDinResource","type","bitterClassification","SensoryTestConcentration_mM","EC50_mM","thrPerKg_mM","citation","organism"
"2472","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2473","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2474","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2475","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2476","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2477","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2478","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2479","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2480","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2481","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2482","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2483","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2484","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2485","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2486","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2487","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2488","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2489","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2490","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2491","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2492","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2493","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2494","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2495","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2496","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2497","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2498","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2499","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2500","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2501","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2502","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2503","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2504","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2505","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2506","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2507","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2508","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2509","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2510","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2511","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2512","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2513","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2514","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2515","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2516","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2517","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2518","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2519","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2520","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2521","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2522","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2523","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2524","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2525","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2526","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2527","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2528","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2529","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2530","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2531","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2532","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2533","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2534","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2535","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2536","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2537","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2538","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2539","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2540","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2541","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
"2542","https://pubmed.ncbi.nlm.nih.gov/37683467/",,,"pubMed",,,,,"Yu Y. et al. Identification and prediction of milk-derived bitter taste peptides based on peptidomics technology and machine learning method, Food Chemistry, 2024, 433, 137288",NULL
